sample_id(HipSci_cellline_id)	fastq1_file	fastq2_file
SAMEA2658107	ERR914290/ERR914290_1.fastq.gz	ERR914290/ERR914290_2.fastq.gz
SAMEA2658107	ERR914326/ERR914326_1.fastq.gz	ERR914326/ERR914326_2.fastq.gz
SAMEA2675459	ERR914284/ERR914284_1.fastq.gz	ERR914284/ERR914284_2.fastq.gz
SAMEA2675459	ERR914320/ERR914320_1.fastq.gz	ERR914320/ERR914320_2.fastq.gz
SAMEA2678738	ERR914309/ERR914309_1.fastq.gz	ERR914309/ERR914309_2.fastq.gz
SAMEA2678738	ERR914345/ERR914345_1.fastq.gz	ERR914345/ERR914345_2.fastq.gz
SAMEA2678742	ERR914308/ERR914308_1.fastq.gz	ERR914308/ERR914308_2.fastq.gz
SAMEA2678742	ERR914344/ERR914344_1.fastq.gz	ERR914344/ERR914344_2.fastq.gz
SAMEA2682670	ERR914280/ERR914280_1.fastq.gz	ERR914280/ERR914280_2.fastq.gz
SAMEA2682670	ERR914316/ERR914316_1.fastq.gz	ERR914316/ERR914316_2.fastq.gz
SAMEA2682671	ERR946975/ERR946975_1.fastq.gz	ERR946975/ERR946975_2.fastq.gz
SAMEA2682671	ERR947000/ERR947000_1.fastq.gz	ERR947000/ERR947000_2.fastq.gz
SAMEA2698309	ERR914297/ERR914297_1.fastq.gz	ERR914297/ERR914297_2.fastq.gz
SAMEA2698309	ERR914333/ERR914333_1.fastq.gz	ERR914333/ERR914333_2.fastq.gz
SAMEA2698315	ERR1203456/ERR1203456_1.fastq.gz	ERR1203456/ERR1203456_2.fastq.gz
SAMEA2698315	ERR1243459/ERR1243459_1.fastq.gz	ERR1243459/ERR1243459_2.fastq.gz
SAMEA2707499	ERR914287/ERR914287_1.fastq.gz	ERR914287/ERR914287_2.fastq.gz
SAMEA2707499	ERR914323/ERR914323_1.fastq.gz	ERR914323/ERR914323_2.fastq.gz
SAMEA2707507	ERR914293/ERR914293_1.fastq.gz	ERR914293/ERR914293_2.fastq.gz
SAMEA2707507	ERR914329/ERR914329_1.fastq.gz	ERR914329/ERR914329_2.fastq.gz
SAMEA2711371	ERR914311/ERR914311_1.fastq.gz	ERR914311/ERR914311_2.fastq.gz
SAMEA2711371	ERR914347/ERR914347_1.fastq.gz	ERR914347/ERR914347_2.fastq.gz
SAMEA2719619	ERR914300/ERR914300_1.fastq.gz	ERR914300/ERR914300_2.fastq.gz
SAMEA2719619	ERR914336/ERR914336_1.fastq.gz	ERR914336/ERR914336_2.fastq.gz
SAMEA2724743	ERR1203466/ERR1203466_1.fastq.gz	ERR1203466/ERR1203466_2.fastq.gz
SAMEA2724743	ERR1243469/ERR1243469_1.fastq.gz	ERR1243469/ERR1243469_2.fastq.gz
SAMEA3282737	ERR1555093/ERR1555093_1.fastq.gz	ERR1555093/ERR1555093_2.fastq.gz
SAMEA3282737	ERR1555103/ERR1555103_1.fastq.gz	ERR1555103/ERR1555103_2.fastq.gz
SAMEA3282737	ERR1836989/ERR1836989_1.fastq.gz	ERR1836989/ERR1836989_2.fastq.gz
SAMEA3282737	ERR1836999/ERR1836999_1.fastq.gz	ERR1836999/ERR1836999_2.fastq.gz
SAMEA3311866	ERR1203471/ERR1203471_1.fastq.gz	ERR1203471/ERR1203471_2.fastq.gz
SAMEA3311866	ERR1243474/ERR1243474_1.fastq.gz	ERR1243474/ERR1243474_2.fastq.gz
SAMEA3311872	ERR1555117/ERR1555117_1.fastq.gz	ERR1555117/ERR1555117_2.fastq.gz
SAMEA3311872	ERR1594738/ERR1594738_1.fastq.gz	ERR1594738/ERR1594738_2.fastq.gz
SAMEA3311872	ERR1837033/ERR1837033_1.fastq.gz	ERR1837033/ERR1837033_2.fastq.gz
SAMEA3311872	ERR1837043/ERR1837043_1.fastq.gz	ERR1837043/ERR1837043_2.fastq.gz
SAMEA3312840	ERR1274910/ERR1274910_1.fastq.gz	ERR1274910/ERR1274910_2.fastq.gz
SAMEA3312840	ERR1274918/ERR1274918_1.fastq.gz	ERR1274918/ERR1274918_2.fastq.gz
SAMEA3316296	ERR1274911/ERR1274911_1.fastq.gz	ERR1274911/ERR1274911_2.fastq.gz
SAMEA3316296	ERR1274919/ERR1274919_1.fastq.gz	ERR1274919/ERR1274919_2.fastq.gz
SAMEA3335591	ERR1203472/ERR1203472_1.fastq.gz	ERR1203472/ERR1203472_2.fastq.gz
SAMEA3335591	ERR1243475/ERR1243475_1.fastq.gz	ERR1243475/ERR1243475_2.fastq.gz
SAMEA3355549	ERR1203473/ERR1203473_1.fastq.gz	ERR1203473/ERR1203473_2.fastq.gz
SAMEA3355549	ERR1243476/ERR1243476_1.fastq.gz	ERR1243476/ERR1243476_2.fastq.gz
SAMEA3355550	ERR1203474/ERR1203474_1.fastq.gz	ERR1203474/ERR1203474_2.fastq.gz
SAMEA3355550	ERR1243477/ERR1243477_1.fastq.gz	ERR1243477/ERR1243477_2.fastq.gz
SAMEA3374091	ERR1594716/ERR1594716_1.fastq.gz	ERR1594716/ERR1594716_2.fastq.gz
SAMEA3374091	ERR1594726/ERR1594726_1.fastq.gz	ERR1594726/ERR1594726_2.fastq.gz
SAMEA3374091	ERR1837011/ERR1837011_1.fastq.gz	ERR1837011/ERR1837011_2.fastq.gz
SAMEA3374091	ERR1837021/ERR1837021_1.fastq.gz	ERR1837021/ERR1837021_2.fastq.gz
SAMEA3374092	ERR1594717/ERR1594717_1.fastq.gz	ERR1594717/ERR1594717_2.fastq.gz
SAMEA3374092	ERR1594727/ERR1594727_1.fastq.gz	ERR1594727/ERR1594727_2.fastq.gz
SAMEA3374092	ERR1837012/ERR1837012_1.fastq.gz	ERR1837012/ERR1837012_2.fastq.gz
SAMEA3374092	ERR1837022/ERR1837022_1.fastq.gz	ERR1837022/ERR1837022_2.fastq.gz
SAMEA3443156	ERR1274912/ERR1274912_1.fastq.gz	ERR1274912/ERR1274912_2.fastq.gz
SAMEA3443156	ERR1274920/ERR1274920_1.fastq.gz	ERR1274920/ERR1274920_2.fastq.gz
SAMEA3448738	ERR1555097/ERR1555097_1.fastq.gz	ERR1555097/ERR1555097_2.fastq.gz
SAMEA3448738	ERR1555107/ERR1555107_1.fastq.gz	ERR1555107/ERR1555107_2.fastq.gz
SAMEA3448738	ERR1836993/ERR1836993_1.fastq.gz	ERR1836993/ERR1836993_2.fastq.gz
SAMEA3448738	ERR1837003/ERR1837003_1.fastq.gz	ERR1837003/ERR1837003_2.fastq.gz
SAMEA3448741	ERR1274913/ERR1274913_1.fastq.gz	ERR1274913/ERR1274913_2.fastq.gz
SAMEA3448741	ERR1274921/ERR1274921_1.fastq.gz	ERR1274921/ERR1274921_2.fastq.gz
SAMEA3460677	ERR1555099/ERR1555099_1.fastq.gz	ERR1555099/ERR1555099_2.fastq.gz
SAMEA3460677	ERR1555109/ERR1555109_1.fastq.gz	ERR1555109/ERR1555109_2.fastq.gz
SAMEA3460677	ERR1836995/ERR1836995_1.fastq.gz	ERR1836995/ERR1836995_2.fastq.gz
SAMEA3460677	ERR1837005/ERR1837005_1.fastq.gz	ERR1837005/ERR1837005_2.fastq.gz
SAMEA3460678	ERR1555098/ERR1555098_1.fastq.gz	ERR1555098/ERR1555098_2.fastq.gz
SAMEA3460678	ERR1555108/ERR1555108_1.fastq.gz	ERR1555108/ERR1555108_2.fastq.gz
SAMEA3460678	ERR1836994/ERR1836994_1.fastq.gz	ERR1836994/ERR1836994_2.fastq.gz
SAMEA3460678	ERR1837004/ERR1837004_1.fastq.gz	ERR1837004/ERR1837004_2.fastq.gz
SAMEA3460681	ERR1555094/ERR1555094_1.fastq.gz	ERR1555094/ERR1555094_2.fastq.gz
SAMEA3460681	ERR1555104/ERR1555104_1.fastq.gz	ERR1555104/ERR1555104_2.fastq.gz
SAMEA3460681	ERR1836990/ERR1836990_1.fastq.gz	ERR1836990/ERR1836990_2.fastq.gz
SAMEA3460681	ERR1837000/ERR1837000_1.fastq.gz	ERR1837000/ERR1837000_2.fastq.gz
SAMEA3463756	ERR1594719/ERR1594719_1.fastq.gz	ERR1594719/ERR1594719_2.fastq.gz
SAMEA3463756	ERR1594729/ERR1594729_1.fastq.gz	ERR1594729/ERR1594729_2.fastq.gz
SAMEA3463756	ERR1837014/ERR1837014_1.fastq.gz	ERR1837014/ERR1837014_2.fastq.gz
SAMEA3463756	ERR1837024/ERR1837024_1.fastq.gz	ERR1837024/ERR1837024_2.fastq.gz
SAMEA3466477	ERR1555100/ERR1555100_1.fastq.gz	ERR1555100/ERR1555100_2.fastq.gz
SAMEA3466477	ERR1555110/ERR1555110_1.fastq.gz	ERR1555110/ERR1555110_2.fastq.gz
SAMEA3466477	ERR1836996/ERR1836996_1.fastq.gz	ERR1836996/ERR1836996_2.fastq.gz
SAMEA3466477	ERR1837006/ERR1837006_1.fastq.gz	ERR1837006/ERR1837006_2.fastq.gz
SAMEA3466481	ERR1555095/ERR1555095_1.fastq.gz	ERR1555095/ERR1555095_2.fastq.gz
SAMEA3466481	ERR1555105/ERR1555105_1.fastq.gz	ERR1555105/ERR1555105_2.fastq.gz
SAMEA3466481	ERR1836991/ERR1836991_1.fastq.gz	ERR1836991/ERR1836991_2.fastq.gz
SAMEA3466481	ERR1837001/ERR1837001_1.fastq.gz	ERR1837001/ERR1837001_2.fastq.gz
SAMEA3469236	ERR1594720/ERR1594720_1.fastq.gz	ERR1594720/ERR1594720_2.fastq.gz
SAMEA3469236	ERR1594730/ERR1594730_1.fastq.gz	ERR1594730/ERR1594730_2.fastq.gz
SAMEA3469236	ERR1837015/ERR1837015_1.fastq.gz	ERR1837015/ERR1837015_2.fastq.gz
SAMEA3469236	ERR1837025/ERR1837025_1.fastq.gz	ERR1837025/ERR1837025_2.fastq.gz
SAMEA3470396	ERR1594714/ERR1594714_1.fastq.gz	ERR1594714/ERR1594714_2.fastq.gz
SAMEA3470396	ERR1594724/ERR1594724_1.fastq.gz	ERR1594724/ERR1594724_2.fastq.gz
SAMEA3470396	ERR1837009/ERR1837009_1.fastq.gz	ERR1837009/ERR1837009_2.fastq.gz
SAMEA3470396	ERR1837019/ERR1837019_1.fastq.gz	ERR1837019/ERR1837019_2.fastq.gz
SAMEA3470401	ERR1555096/ERR1555096_1.fastq.gz	ERR1555096/ERR1555096_2.fastq.gz
SAMEA3470401	ERR1555106/ERR1555106_1.fastq.gz	ERR1555106/ERR1555106_2.fastq.gz
SAMEA3470401	ERR1836992/ERR1836992_1.fastq.gz	ERR1836992/ERR1836992_2.fastq.gz
SAMEA3470401	ERR1837002/ERR1837002_1.fastq.gz	ERR1837002/ERR1837002_2.fastq.gz
SAMEA3474016	ERR1594715/ERR1594715_1.fastq.gz	ERR1594715/ERR1594715_2.fastq.gz
SAMEA3474016	ERR1594725/ERR1594725_1.fastq.gz	ERR1594725/ERR1594725_2.fastq.gz
SAMEA3474016	ERR1837010/ERR1837010_1.fastq.gz	ERR1837010/ERR1837010_2.fastq.gz
SAMEA3474016	ERR1837020/ERR1837020_1.fastq.gz	ERR1837020/ERR1837020_2.fastq.gz
SAMEA3477720	ERR1724697/ERR1724697_1.fastq.gz	ERR1724697/ERR1724697_2.fastq.gz
SAMEA3477720	ERR1743787/ERR1743787_1.fastq.gz	ERR1743787/ERR1743787_2.fastq.gz
SAMEA3483996	ERR1594723/ERR1594723_1.fastq.gz	ERR1594723/ERR1594723_2.fastq.gz
SAMEA3483996	ERR1594733/ERR1594733_1.fastq.gz	ERR1594733/ERR1594733_2.fastq.gz
SAMEA3483996	ERR1837018/ERR1837018_1.fastq.gz	ERR1837018/ERR1837018_2.fastq.gz
SAMEA3483996	ERR1837028/ERR1837028_1.fastq.gz	ERR1837028/ERR1837028_2.fastq.gz
SAMEA3483998	ERR1594722/ERR1594722_1.fastq.gz	ERR1594722/ERR1594722_2.fastq.gz
SAMEA3483998	ERR1594732/ERR1594732_1.fastq.gz	ERR1594732/ERR1594732_2.fastq.gz
SAMEA3483998	ERR1837017/ERR1837017_1.fastq.gz	ERR1837017/ERR1837017_2.fastq.gz
SAMEA3483998	ERR1837027/ERR1837027_1.fastq.gz	ERR1837027/ERR1837027_2.fastq.gz
SAMEA3483999	ERR1555121/ERR1555121_1.fastq.gz	ERR1555121/ERR1555121_2.fastq.gz
SAMEA3483999	ERR1594742/ERR1594742_1.fastq.gz	ERR1594742/ERR1594742_2.fastq.gz
SAMEA3483999	ERR1837037/ERR1837037_1.fastq.gz	ERR1837037/ERR1837037_2.fastq.gz
SAMEA3483999	ERR1837047/ERR1837047_1.fastq.gz	ERR1837047/ERR1837047_2.fastq.gz
SAMEA3484001	ERR1555120/ERR1555120_1.fastq.gz	ERR1555120/ERR1555120_2.fastq.gz
SAMEA3484001	ERR1594741/ERR1594741_1.fastq.gz	ERR1594741/ERR1594741_2.fastq.gz
SAMEA3484001	ERR1837036/ERR1837036_1.fastq.gz	ERR1837036/ERR1837036_2.fastq.gz
SAMEA3484001	ERR1837046/ERR1837046_1.fastq.gz	ERR1837046/ERR1837046_2.fastq.gz
SAMEA3485957	ERR1555102/ERR1555102_1.fastq.gz	ERR1555102/ERR1555102_2.fastq.gz
SAMEA3485957	ERR1555112/ERR1555112_1.fastq.gz	ERR1555112/ERR1555112_2.fastq.gz
SAMEA3485957	ERR1836998/ERR1836998_1.fastq.gz	ERR1836998/ERR1836998_2.fastq.gz
SAMEA3485957	ERR1837008/ERR1837008_1.fastq.gz	ERR1837008/ERR1837008_2.fastq.gz
SAMEA3485958	ERR1555101/ERR1555101_1.fastq.gz	ERR1555101/ERR1555101_2.fastq.gz
SAMEA3485958	ERR1555111/ERR1555111_1.fastq.gz	ERR1555111/ERR1555111_2.fastq.gz
SAMEA3485958	ERR1836997/ERR1836997_1.fastq.gz	ERR1836997/ERR1836997_2.fastq.gz
SAMEA3485958	ERR1837007/ERR1837007_1.fastq.gz	ERR1837007/ERR1837007_2.fastq.gz
SAMEA3485962	ERR1629700/ERR1629700_1.fastq.gz	ERR1629700/ERR1629700_2.fastq.gz
SAMEA3485962	ERR1629710/ERR1629710_1.fastq.gz	ERR1629710/ERR1629710_2.fastq.gz
SAMEA3485963	ERR1629699/ERR1629699_1.fastq.gz	ERR1629699/ERR1629699_2.fastq.gz
SAMEA3485963	ERR1629709/ERR1629709_1.fastq.gz	ERR1629709/ERR1629709_2.fastq.gz
SAMEA3735470	ERR1555113/ERR1555113_1.fastq.gz	ERR1555113/ERR1555113_2.fastq.gz
SAMEA3735470	ERR1594734/ERR1594734_1.fastq.gz	ERR1594734/ERR1594734_2.fastq.gz
SAMEA3735470	ERR1837029/ERR1837029_1.fastq.gz	ERR1837029/ERR1837029_2.fastq.gz
SAMEA3735470	ERR1837039/ERR1837039_1.fastq.gz	ERR1837039/ERR1837039_2.fastq.gz
SAMEA3735541	ERR1629677/ERR1629677_1.fastq.gz	ERR1629677/ERR1629677_2.fastq.gz
SAMEA3735541	ERR1629687/ERR1629687_1.fastq.gz	ERR1629687/ERR1629687_2.fastq.gz
SAMEA3753601	ERR1555114/ERR1555114_1.fastq.gz	ERR1555114/ERR1555114_2.fastq.gz
SAMEA3753601	ERR1594735/ERR1594735_1.fastq.gz	ERR1594735/ERR1594735_2.fastq.gz
SAMEA3753601	ERR1837030/ERR1837030_1.fastq.gz	ERR1837030/ERR1837030_2.fastq.gz
SAMEA3753601	ERR1837040/ERR1837040_1.fastq.gz	ERR1837040/ERR1837040_2.fastq.gz
SAMEA3754201	ERR1555119/ERR1555119_1.fastq.gz	ERR1555119/ERR1555119_2.fastq.gz
SAMEA3754201	ERR1594740/ERR1594740_1.fastq.gz	ERR1594740/ERR1594740_2.fastq.gz
SAMEA3754201	ERR1837035/ERR1837035_1.fastq.gz	ERR1837035/ERR1837035_2.fastq.gz
SAMEA3754201	ERR1837045/ERR1837045_1.fastq.gz	ERR1837045/ERR1837045_2.fastq.gz
SAMEA3754202	ERR1724699/ERR1724699_1.fastq.gz	ERR1724699/ERR1724699_2.fastq.gz
SAMEA3754202	ERR1743788/ERR1743788_1.fastq.gz	ERR1743788/ERR1743788_2.fastq.gz
SAMEA3754203	ERR1724700/ERR1724700_1.fastq.gz	ERR1724700/ERR1724700_2.fastq.gz
SAMEA3754203	ERR1743789/ERR1743789_1.fastq.gz	ERR1743789/ERR1743789_2.fastq.gz
SAMEA3754205	ERR1555118/ERR1555118_1.fastq.gz	ERR1555118/ERR1555118_2.fastq.gz
SAMEA3754205	ERR1594739/ERR1594739_1.fastq.gz	ERR1594739/ERR1594739_2.fastq.gz
SAMEA3754205	ERR1837034/ERR1837034_1.fastq.gz	ERR1837034/ERR1837034_2.fastq.gz
SAMEA3754205	ERR1837044/ERR1837044_1.fastq.gz	ERR1837044/ERR1837044_2.fastq.gz
SAMEA3754916	ERR1629678/ERR1629678_1.fastq.gz	ERR1629678/ERR1629678_2.fastq.gz
SAMEA3754916	ERR1629688/ERR1629688_1.fastq.gz	ERR1629688/ERR1629688_2.fastq.gz
SAMEA3755280	ERR1594718/ERR1594718_1.fastq.gz	ERR1594718/ERR1594718_2.fastq.gz
SAMEA3755280	ERR1594728/ERR1594728_1.fastq.gz	ERR1594728/ERR1594728_2.fastq.gz
SAMEA3755280	ERR1837013/ERR1837013_1.fastq.gz	ERR1837013/ERR1837013_2.fastq.gz
SAMEA3755280	ERR1837023/ERR1837023_1.fastq.gz	ERR1837023/ERR1837023_2.fastq.gz
SAMEA3755284	ERR1594721/ERR1594721_1.fastq.gz	ERR1594721/ERR1594721_2.fastq.gz
SAMEA3755284	ERR1594731/ERR1594731_1.fastq.gz	ERR1594731/ERR1594731_2.fastq.gz
SAMEA3755284	ERR1837016/ERR1837016_1.fastq.gz	ERR1837016/ERR1837016_2.fastq.gz
SAMEA3755284	ERR1837026/ERR1837026_1.fastq.gz	ERR1837026/ERR1837026_2.fastq.gz
SAMEA3847031	ERR1724706/ERR1724706_1.fastq.gz	ERR1724706/ERR1724706_2.fastq.gz
SAMEA3847031	ERR1743795/ERR1743795_1.fastq.gz	ERR1743795/ERR1743795_2.fastq.gz
SAMEA3847036	ERR1555123/ERR1555123_1.fastq.gz	ERR1555123/ERR1555123_2.fastq.gz
SAMEA3847036	ERR1594744/ERR1594744_1.fastq.gz	ERR1594744/ERR1594744_2.fastq.gz
SAMEA3847036	ERR1837049/ERR1837049_1.fastq.gz	ERR1837049/ERR1837049_2.fastq.gz
SAMEA3847036	ERR1837077/ERR1837077_1.fastq.gz	ERR1837077/ERR1837077_2.fastq.gz
SAMEA3847037	ERR1555122/ERR1555122_1.fastq.gz	ERR1555122/ERR1555122_2.fastq.gz
SAMEA3847037	ERR1594743/ERR1594743_1.fastq.gz	ERR1594743/ERR1594743_2.fastq.gz
SAMEA3847037	ERR1837038/ERR1837038_1.fastq.gz	ERR1837038/ERR1837038_2.fastq.gz
SAMEA3847037	ERR1837048/ERR1837048_1.fastq.gz	ERR1837048/ERR1837048_2.fastq.gz
SAMEA3847979	ERR1724717/ERR1724717_1.fastq.gz	ERR1724717/ERR1724717_2.fastq.gz
SAMEA3847979	ERR1743806/ERR1743806_1.fastq.gz	ERR1743806/ERR1743806_2.fastq.gz
SAMEA3848359	ERR1629744/ERR1629744_1.fastq.gz	ERR1629744/ERR1629744_2.fastq.gz
SAMEA3848359	ERR1629753/ERR1629753_1.fastq.gz	ERR1629753/ERR1629753_2.fastq.gz
SAMEA3851966	ERR1629680/ERR1629680_1.fastq.gz	ERR1629680/ERR1629680_2.fastq.gz
SAMEA3851966	ERR1629690/ERR1629690_1.fastq.gz	ERR1629690/ERR1629690_2.fastq.gz
SAMEA3851971	ERR1629679/ERR1629679_1.fastq.gz	ERR1629679/ERR1629679_2.fastq.gz
SAMEA3851971	ERR1629689/ERR1629689_1.fastq.gz	ERR1629689/ERR1629689_2.fastq.gz
SAMEA3853038	ERR1629725/ERR1629725_1.fastq.gz	ERR1629725/ERR1629725_2.fastq.gz
SAMEA3853038	ERR1629735/ERR1629735_1.fastq.gz	ERR1629735/ERR1629735_2.fastq.gz
SAMEA3853119	ERR1555136/ERR1555136_1.fastq.gz	ERR1555136/ERR1555136_2.fastq.gz
SAMEA3853119	ERR1594757/ERR1594757_1.fastq.gz	ERR1594757/ERR1594757_2.fastq.gz
SAMEA3853119	ERR1837062/ERR1837062_1.fastq.gz	ERR1837062/ERR1837062_2.fastq.gz
SAMEA3853119	ERR1837071/ERR1837071_1.fastq.gz	ERR1837071/ERR1837071_2.fastq.gz
SAMEA3853121	ERR1555135/ERR1555135_1.fastq.gz	ERR1555135/ERR1555135_2.fastq.gz
SAMEA3853121	ERR1594756/ERR1594756_1.fastq.gz	ERR1594756/ERR1594756_2.fastq.gz
SAMEA3853121	ERR1837061/ERR1837061_1.fastq.gz	ERR1837061/ERR1837061_2.fastq.gz
SAMEA3853121	ERR1837070/ERR1837070_1.fastq.gz	ERR1837070/ERR1837070_2.fastq.gz
SAMEA3853122	ERR1629738/ERR1629738_1.fastq.gz	ERR1629738/ERR1629738_2.fastq.gz
SAMEA3853122	ERR1629747/ERR1629747_1.fastq.gz	ERR1629747/ERR1629747_2.fastq.gz
SAMEA3853129	ERR1903394/ERR1903394_1.fastq.gz	ERR1903394/ERR1903394_2.fastq.gz
SAMEA3853129	ERR1903399/ERR1903399_1.fastq.gz	ERR1903399/ERR1903399_2.fastq.gz
SAMEA3853131	ERR1555139/ERR1555139_1.fastq.gz	ERR1555139/ERR1555139_2.fastq.gz
SAMEA3853131	ERR1594760/ERR1594760_1.fastq.gz	ERR1594760/ERR1594760_2.fastq.gz
SAMEA3853131	ERR1837065/ERR1837065_1.fastq.gz	ERR1837065/ERR1837065_2.fastq.gz
SAMEA3853131	ERR1837074/ERR1837074_1.fastq.gz	ERR1837074/ERR1837074_2.fastq.gz
SAMEA3853136	ERR1555124/ERR1555124_1.fastq.gz	ERR1555124/ERR1555124_2.fastq.gz
SAMEA3853136	ERR1594745/ERR1594745_1.fastq.gz	ERR1594745/ERR1594745_2.fastq.gz
SAMEA3853136	ERR1837050/ERR1837050_1.fastq.gz	ERR1837050/ERR1837050_2.fastq.gz
SAMEA3853136	ERR1837078/ERR1837078_1.fastq.gz	ERR1837078/ERR1837078_2.fastq.gz
SAMEA3853137	ERR1555125/ERR1555125_1.fastq.gz	ERR1555125/ERR1555125_2.fastq.gz
SAMEA3853137	ERR1594746/ERR1594746_1.fastq.gz	ERR1594746/ERR1594746_2.fastq.gz
SAMEA3853137	ERR1837051/ERR1837051_1.fastq.gz	ERR1837051/ERR1837051_2.fastq.gz
SAMEA3853137	ERR1837079/ERR1837079_1.fastq.gz	ERR1837079/ERR1837079_2.fastq.gz
SAMEA3853140	ERR2278251/ERR2278251_1.fastq.gz	ERR2278251/ERR2278251_2.fastq.gz
SAMEA3853140	ERR2278261/ERR2278261_1.fastq.gz	ERR2278261/ERR2278261_2.fastq.gz
SAMEA3853143	ERR2278252/ERR2278252_1.fastq.gz	ERR2278252/ERR2278252_2.fastq.gz
SAMEA3853143	ERR2278262/ERR2278262_1.fastq.gz	ERR2278262/ERR2278262_2.fastq.gz
SAMEA3853157	ERR1629682/ERR1629682_1.fastq.gz	ERR1629682/ERR1629682_2.fastq.gz
SAMEA3853157	ERR1629692/ERR1629692_1.fastq.gz	ERR1629692/ERR1629692_2.fastq.gz
SAMEA3853161	ERR1629683/ERR1629683_1.fastq.gz	ERR1629683/ERR1629683_2.fastq.gz
SAMEA3853161	ERR1629693/ERR1629693_1.fastq.gz	ERR1629693/ERR1629693_2.fastq.gz
SAMEA3853165	ERR2039320/ERR2039320_1.fastq.gz	ERR2039320/ERR2039320_2.fastq.gz
SAMEA3853165	ERR2039330/ERR2039330_1.fastq.gz	ERR2039330/ERR2039330_2.fastq.gz
SAMEA3853173	ERR1724703/ERR1724703_1.fastq.gz	ERR1724703/ERR1724703_2.fastq.gz
SAMEA3853173	ERR1743792/ERR1743792_1.fastq.gz	ERR1743792/ERR1743792_2.fastq.gz
SAMEA3853180	ERR1724698/ERR1724698_1.fastq.gz	ERR1724698/ERR1724698_2.fastq.gz
SAMEA3853180	ERR1823506/ERR1823506_1.fastq.gz	ERR1823506/ERR1823506_2.fastq.gz
SAMEA3854068	ERR1629724/ERR1629724_1.fastq.gz	ERR1629724/ERR1629724_2.fastq.gz
SAMEA3854068	ERR1629734/ERR1629734_1.fastq.gz	ERR1629734/ERR1629734_2.fastq.gz
SAMEA3854130	ERR1555130/ERR1555130_1.fastq.gz	ERR1555130/ERR1555130_2.fastq.gz
SAMEA3854130	ERR1594751/ERR1594751_1.fastq.gz	ERR1594751/ERR1594751_2.fastq.gz
SAMEA3854130	ERR1837056/ERR1837056_1.fastq.gz	ERR1837056/ERR1837056_2.fastq.gz
SAMEA3854130	ERR1837084/ERR1837084_1.fastq.gz	ERR1837084/ERR1837084_2.fastq.gz
SAMEA3854130	ERR2278348/ERR2278348_1.fastq.gz	ERR2278348/ERR2278348_2.fastq.gz
SAMEA3854130	ERR2278349/ERR2278349_1.fastq.gz	ERR2278349/ERR2278349_2.fastq.gz
SAMEA3854215	ERR1629739/ERR1629739_1.fastq.gz	ERR1629739/ERR1629739_2.fastq.gz
SAMEA3854215	ERR1629748/ERR1629748_1.fastq.gz	ERR1629748/ERR1629748_2.fastq.gz
SAMEA3854226	ERR1629743/ERR1629743_1.fastq.gz	ERR1629743/ERR1629743_2.fastq.gz
SAMEA3854226	ERR1629752/ERR1629752_1.fastq.gz	ERR1629752/ERR1629752_2.fastq.gz
SAMEA3854232	ERR1724702/ERR1724702_1.fastq.gz	ERR1724702/ERR1724702_2.fastq.gz
SAMEA3854232	ERR1743791/ERR1743791_1.fastq.gz	ERR1743791/ERR1743791_2.fastq.gz
SAMEA3854239	ERR1724732/ERR1724732_1.fastq.gz	ERR1724732/ERR1724732_2.fastq.gz
SAMEA3854239	ERR1743820/ERR1743820_1.fastq.gz	ERR1743820/ERR1743820_2.fastq.gz
SAMEA3854308	ERR1629697/ERR1629697_1.fastq.gz	ERR1629697/ERR1629697_2.fastq.gz
SAMEA3854308	ERR1629707/ERR1629707_1.fastq.gz	ERR1629707/ERR1629707_2.fastq.gz
SAMEA3854309	ERR1555137/ERR1555137_1.fastq.gz	ERR1555137/ERR1555137_2.fastq.gz
SAMEA3854309	ERR1594758/ERR1594758_1.fastq.gz	ERR1594758/ERR1594758_2.fastq.gz
SAMEA3854309	ERR1837063/ERR1837063_1.fastq.gz	ERR1837063/ERR1837063_2.fastq.gz
SAMEA3854309	ERR1837072/ERR1837072_1.fastq.gz	ERR1837072/ERR1837072_2.fastq.gz
SAMEA3854313	ERR1629684/ERR1629684_1.fastq.gz	ERR1629684/ERR1629684_2.fastq.gz
SAMEA3854313	ERR1629694/ERR1629694_1.fastq.gz	ERR1629694/ERR1629694_2.fastq.gz
SAMEA3962372	ERR1629696/ERR1629696_1.fastq.gz	ERR1629696/ERR1629696_2.fastq.gz
SAMEA3962372	ERR1629706/ERR1629706_1.fastq.gz	ERR1629706/ERR1629706_2.fastq.gz
SAMEA3962381	ERR1724708/ERR1724708_1.fastq.gz	ERR1724708/ERR1724708_2.fastq.gz
SAMEA3962381	ERR1743797/ERR1743797_1.fastq.gz	ERR1743797/ERR1743797_2.fastq.gz
SAMEA3962382	ERR1724707/ERR1724707_1.fastq.gz	ERR1724707/ERR1724707_2.fastq.gz
SAMEA3962382	ERR1743796/ERR1743796_1.fastq.gz	ERR1743796/ERR1743796_2.fastq.gz
SAMEA3962387	ERR1629685/ERR1629685_1.fastq.gz	ERR1629685/ERR1629685_2.fastq.gz
SAMEA3962387	ERR1629695/ERR1629695_1.fastq.gz	ERR1629695/ERR1629695_2.fastq.gz
SAMEA3962389	ERR1629720/ERR1629720_1.fastq.gz	ERR1629720/ERR1629720_2.fastq.gz
