sample_id	mbv_genotype_id	het_consistent_frac	hom_consistent_frac	het_min_dist	hom_min_dist
UCB018	UC018	0.966929436646799	0.974242626451355	0.558131153384996	0.262986437519137
UCB019	UC019	0.953308596165739	0.959882941104743	0.549581888091205	0.219085977157874
UCB024	UC024	0.971090670170828	0.973817626224043	0.579558956270693	0.248141950548368
UCB025	UC025	0.96538081107814	0.926881490204475	0.526767655058193	0.229792411631483
UCB042	UC042	0.961353486774304	0.978094031741301	0.57115976141857	0.250888804536074
UCB048	UC048	0.968742870180242	0.941537244039964	0.545342589937365	0.241187068952421
UCB049	UC049	0.976160375654687	0.978658314516716	0.578853978348289	0.243080312272048
UCB050	UC050	0.95842798727851	0.927709556860651	0.50558421478031	0.245282116227406
UCB051	UC051	0.96914798206278	0.976929627622513	0.557404795671707	0.251491999488149
UCB060	UC060	0.96978614871493	0.982797121826152	0.579139923215221	0.247490567914947
UCB062	UC062	0.969387755102041	0.968822963878588	0.573589720537486	0.224301625931645
UCB078	UC078	0.953512132822478	0.975291375291375	0.541130181091103	0.25384066944953
UCB086	UC086	0.963492063492064	0.978227482157376	0.550920400920401	0.26036779554769
UCB087	UC087	0.965845648604269	0.808622135271101	0.432619842152656	0.187927562069932
UCB088	UC088	0.972090823084201	0.973998887652948	0.563419087119146	0.253804417004954
UCB093	UC093	0.974079639368896	0.965055762081784	0.578099385490193	0.232674371017759
UCB100	UC100	0.976765799256506	0.941359089341152	0.573784921866179	0.215263353505542
UCB1001	UC1001	0.958007253292613	0.948151629072682	0.552816575326511	0.224691288789912
UCB1007	UC1007	0.9604786647772	0.954740224959829	0.55268852169294	0.236493049335043
UCB1010	UC1010	0.967487684729064	0.962396046763891	0.557582367904592	0.246152452436635
UCB1011	UC1011	0.97045177045177	0.956108229071305	0.568320660884942	0.24062553326074
UCB1012	UC1012	0.97348193697156	0.966898672709615	0.556937819324502	0.240578506389448
UCB1014	UC1014	0.968950437317784	0.957137858642407	0.56611394474994	0.233455206185332
UCB1016	UC1016	0.969603880355699	0.9554104736769	0.549024786621035	0.241532411316098
UCB1021	UC1021	0.971892681146195	0.950091253685245	0.577734547857626	0.225793562848357
UCB1023	UC1023	0.95811953959229	0.962148458227699	0.551516830788678	0.24098100539751
UCB1024	UC1024	0.969591153790194	0.934601307973841	0.555501305482142	0.233300181160667
UCB1025	UC1025	0.962847419171866	0.956370726951435	0.54697533467722	0.24195113429868
UCB1027	UC1027	0.972452164472791	0.961510160185657	0.576461191420886	0.241895095435746
UCB1028	UC1028	0.967508090614887	0.945388415395473	0.554773146234373	0.236877659436837
