sample_id	file_name	ega_file_name	cell_type	condition	read_length	paired	stranded	study	protocol	genotype_id	bam_name
UCT1045	UCT1045_120202_7_sorted.bam	EGAF00000187535	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1045	_EGAR00001105641_UCT1045_120202_7_sorted.bam
UCT1046	UCT1046_120202_5_sorted.bam	EGAF00000187536	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1046	_EGAR00001105642_UCT1046_120202_5_sorted.bam
UCT1047	UCT1047_120224_5_sorted.bam	EGAF00000187537	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1047	_EGAR00001105643_UCT1047_120224_5_sorted.bam
UCT1048	UCT1048_120202_3_sorted.bam	EGAF00000187538	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1048	_EGAR00001105644_UCT1048_120202_3_sorted.bam
UCT1052	UCT1052_120224_8_sorted.bam	EGAF00000187539	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1052	_EGAR00001105645_UCT1052_120224_8_sorted.bam
UCT1053	UCT1053_120229_1_sorted.bam	EGAF00000187540	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1053	_EGAR00001105646_UCT1053_120229_1_sorted.bam
UCT1055	UCT1055_120224_1_sorted.bam	EGAF00000187541	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1055	_EGAR00001105647_UCT1055_120224_1_sorted.bam
UCT1056	UCT1056_120229_7_sorted.bam	EGAF00000187542	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1056	_EGAR00001105648_UCT1056_120229_7_sorted.bam
UCT1057	UCT1057_120229_2_sorted.bam	EGAF00000187543	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1057	_EGAR00001105649_UCT1057_120229_2_sorted.bam
UCT1058	UCT1058_120229_3_sorted.bam	EGAF00000187544	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1058	_EGAR00001105650_UCT1058_120229_3_sorted.bam
UCT1059	UCT1059_120202_7_sorted.bam	EGAF00000187545	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1059	_EGAR00001105651_UCT1059_120202_7_sorted.bam
UCT105	UC105T_110204_2_sorted.bam	EGAF00000187143	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC105	_EGAR00001105249_UC105T_110204_2_sorted.bam
UCT1061	UCT1061_120229_3_sorted.bam	EGAF00000187546	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1061	_EGAR00001105652_UCT1061_120229_3_sorted.bam
UCT1062	UCT1062_120229_8_sorted.bam	EGAF00000187547	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1062	_EGAR00001105653_UCT1062_120229_8_sorted.bam
UCT1064	UCT1064_120202_7_sorted.bam	EGAF00000187548	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1064	_EGAR00001105654_UCT1064_120202_7_sorted.bam
UCT1067	UCT1067_120224_6_sorted.bam	EGAF00000187549	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1067	_EGAR00001105655_UCT1067_120224_6_sorted.bam
UCT1068	UCT1068_120229_7_sorted.bam	EGAF00000187550	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1068	_EGAR00001105656_UCT1068_120229_7_sorted.bam
UCT1069	UCT1069_120202_2_sorted.bam	EGAF00000187551	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1069	_EGAR00001105657_UCT1069_120202_2_sorted.bam
UCT1070	UCT1070_120229_6_sorted.bam	EGAF00000187552	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1070	_EGAR00001105658_UCT1070_120229_6_sorted.bam
UCT1071	UCT1071_120229_4_sorted.bam	EGAF00000187553	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1071	_EGAR00001105659_UCT1071_120229_4_sorted.bam
UCT1072	UCT1072_120202_3_sorted.bam	EGAF00000187554	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1072	_EGAR00001105660_UCT1072_120202_3_sorted.bam
UCT1073	UCT1073_120224_2_sorted.bam	EGAF00000187555	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1073	_EGAR00001105661_UCT1073_120224_2_sorted.bam
UCT1074	UCT1074_120229_1_sorted.bam	EGAF00000187556	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1074	_EGAR00001105662_UCT1074_120229_1_sorted.bam
UCT1075	UCT1075_120202_1_sorted.bam	EGAF00000187557	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1075	_EGAR00001105663_UCT1075_120202_1_sorted.bam
UCT1076	UCT1076_120224_4_sorted.bam	EGAF00000187558	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1076	_EGAR00001105664_UCT1076_120224_4_sorted.bam
UCT1077	UCT1077_120224_6_sorted.bam	EGAF00000187559	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1077	_EGAR00001105665_UCT1077_120224_6_sorted.bam
UCT1078	UCT1078_120229_5_sorted.bam	EGAF00000187560	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1078	_EGAR00001105666_UCT1078_120229_5_sorted.bam
UCT1079	UCT1079_120224_6_sorted.bam	EGAF00000187561	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1079	_EGAR00001105667_UCT1079_120224_6_sorted.bam
UCT1080	UCT1080_120224_6_sorted.bam	EGAF00000187562	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1080	_EGAR00001105668_UCT1080_120224_6_sorted.bam
UCT1083	UCT1083_120224_5_sorted.bam	EGAF00000187563	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1083	_EGAR00001105669_UCT1083_120224_5_sorted.bam
UCT1086	UCT1086_120202_4_sorted.bam	EGAF00000187564	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1086	_EGAR00001105670_UCT1086_120202_4_sorted.bam
UCT1087	UCT1087_120224_8_sorted.bam	EGAF00000187565	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1087	_EGAR00001105671_UCT1087_120224_8_sorted.bam
UCT1088	UCT1088_120224_7_sorted.bam	EGAF00000187566	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1088	_EGAR00001105672_UCT1088_120224_7_sorted.bam
UCT1089	UCT1089_120229_1_sorted.bam	EGAF00000187567	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1089	_EGAR00001105673_UCT1089_120229_1_sorted.bam
UCT1090	UCT1090_120229_6_sorted.bam	EGAF00000187568	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1090	_EGAR00001105674_UCT1090_120229_6_sorted.bam
UCT1091	UCT1091_120229_7_sorted.bam	EGAF00000187569	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1091	_EGAR00001105675_UCT1091_120229_7_sorted.bam
UCT1092	UCT1092_120229_1_sorted.bam	EGAF00000187570	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1092	_EGAR00001105676_UCT1092_120229_1_sorted.bam
UCT1094	UCT1094_120224_1_sorted.bam	EGAF00000187571	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1094	_EGAR00001105677_UCT1094_120224_1_sorted.bam
UCT1096	UCT1096_120202_5_sorted.bam	EGAF00000187572	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1096	_EGAR00001105678_UCT1096_120202_5_sorted.bam
UCT1097	UCT1097_120202_7_sorted.bam	EGAF00000187573	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1097	_EGAR00001105679_UCT1097_120202_7_sorted.bam
UCT1098	UCT1098_120229_7_sorted.bam	EGAF00000187574	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1098	_EGAR00001105680_UCT1098_120229_7_sorted.bam
UCT1099	UCT1099_120229_6_sorted.bam	EGAF00000187575	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1099	_EGAR00001105681_UCT1099_120229_6_sorted.bam
UCT1100	UCT1100_120202_1_sorted.bam	EGAF00000187576	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1100	_EGAR00001105682_UCT1100_120202_1_sorted.bam
UCT1101	UCT1101_120229_8_sorted.bam	EGAF00000187577	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1101	_EGAR00001105683_UCT1101_120229_8_sorted.bam
UCT1102	UCT1102_120224_8_sorted.bam	EGAF00000187578	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1102	_EGAR00001105684_UCT1102_120224_8_sorted.bam
UCT1103	UCT1103_120224_2_sorted.bam	EGAF00000187579	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1103	_EGAR00001105685_UCT1103_120224_2_sorted.bam
UCT1104	UCT1104_120229_4_sorted.bam	EGAF00000187580	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1104	_EGAR00001105686_UCT1104_120229_4_sorted.bam
UCT1105	UCT1105_120315_8_sorted.bam	EGAF00000187581	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1105	_EGAR00001105687_UCT1105_120315_8_sorted.bam
UCT1106	UCT1106_120224_3_sorted.bam	EGAF00000187582	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1106	_EGAR00001105688_UCT1106_120224_3_sorted.bam
UCT1107	UCT1107_120229_2_sorted.bam	EGAF00000187583	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1107	_EGAR00001105689_UCT1107_120229_2_sorted.bam
UCT1108	UCT1108_120315_7_sorted.bam	EGAF00000187584	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1108	_EGAR00001105690_UCT1108_120315_7_sorted.bam
UCT1109	UCT1109_120224_7_sorted.bam	EGAF00000187585	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1109	_EGAR00001105691_UCT1109_120224_7_sorted.bam
UCT110	UC110T_100930_6_sorted.bam	EGAF00000187148	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC110	_EGAR00001105254_UC110T_100930_6_sorted.bam
UCT1112	UCT1112_120224_3_sorted.bam	EGAF00000187586	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1112	_EGAR00001105692_UCT1112_120224_3_sorted.bam
UCT1113	UCT1113_120315_6_sorted.bam	EGAF00000187587	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1113	_EGAR00001105693_UCT1113_120315_6_sorted.bam
UCT1115	UCT1115_120224_5_sorted.bam	EGAF00000187588	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1115	_EGAR00001105694_UCT1115_120224_5_sorted.bam
UCT1116	UCT1116_120229_5_sorted.bam	EGAF00000187589	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1116	_EGAR00001105695_UCT1116_120229_5_sorted.bam
UCT1117	UCT1117_120224_4_sorted.bam	EGAF00000187590	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1117	_EGAR00001105696_UCT1117_120224_4_sorted.bam
UCT1119	UCT1119_120229_3_sorted.bam	EGAF00000187591	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1119	_EGAR00001105697_UCT1119_120229_3_sorted.bam
UCT1120	UCT1120_120229_6_sorted.bam	EGAF00000187592	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1120	_EGAR00001105698_UCT1120_120229_6_sorted.bam
UCT1123	UCT1123_120315_3_sorted.bam	EGAF00000187593	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1123	_EGAR00001105699_UCT1123_120315_3_sorted.bam
UCT1124	UCT1124_120224_8_sorted.bam	EGAF00000187594	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1124	_EGAR00001105700_UCT1124_120224_8_sorted.bam
UCT1125	UCT1125_120202_8_sorted.bam	EGAF00000187595	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1125	_EGAR00001105701_UCT1125_120202_8_sorted.bam
UCT1126	UCT1126_120202_2_sorted.bam	EGAF00000187596	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1126	_EGAR00001105702_UCT1126_120202_2_sorted.bam
UCT1128	UCT1128_120202_1_sorted.bam	EGAF00000187597	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1128	_EGAR00001105703_UCT1128_120202_1_sorted.bam
UCT1129	UCT1129_120229_2_sorted.bam	EGAF00000187598	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1129	_EGAR00001105704_UCT1129_120229_2_sorted.bam
UCT1130	UCT1130_120229_8_sorted.bam	EGAF00000187599	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1130	_EGAR00001105705_UCT1130_120229_8_sorted.bam
UCT1131	UCT1131_120224_3_sorted.bam	EGAF00000187600	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1131	_EGAR00001105706_UCT1131_120224_3_sorted.bam
UCT1135	UCT1135_120224_2_sorted.bam	EGAF00000187601	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1135	_EGAR00001105707_UCT1135_120224_2_sorted.bam
UCT1136	UCT1136_120224_4_sorted.bam	EGAF00000187602	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1136	_EGAR00001105708_UCT1136_120224_4_sorted.bam
UCT1137	UCT1137_120224_5_sorted.bam	EGAF00000187603	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1137	_EGAR00001105709_UCT1137_120224_5_sorted.bam
UCT1139	UCT1139_120229_4_sorted.bam	EGAF00000187604	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1139	_EGAR00001105710_UCT1139_120229_4_sorted.bam
UCT113	UC113T_110204_3_sorted.bam	EGAF00000187151	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC113	_EGAR00001105257_UC113T_110204_3_sorted.bam
UCT1143	UCT1143_120229_1_sorted.bam	EGAF00000187605	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1143	_EGAR00001105711_UCT1143_120229_1_sorted.bam
UCT1146	UCT1146_120224_1_sorted.bam	EGAF00000187606	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1146	_EGAR00001105712_UCT1146_120224_1_sorted.bam
UCT1148	UCT1148_120229_6_sorted.bam	EGAF00000187607	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1148	_EGAR00001105713_UCT1148_120229_6_sorted.bam
UCT114	UC114T_110204_8_sorted.bam	EGAF00000187154	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC114	_EGAR00001105260_UC114T_110204_8_sorted.bam
UCT1156	UCT1156_120202_8_sorted.bam	EGAF00000187608	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1156	_EGAR00001105714_UCT1156_120202_8_sorted.bam
UCT1159	UCT1159_120224_3_sorted.bam	EGAF00000187609	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1159	_EGAR00001105715_UCT1159_120224_3_sorted.bam
UCT1160	UCT1160_120224_4_sorted.bam	EGAF00000187610	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1160	_EGAR00001105716_UCT1160_120224_4_sorted.bam
UCT1161	UCT1161_120224_2_sorted.bam	EGAF00000187611	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1161	_EGAR00001105717_UCT1161_120224_2_sorted.bam
UCT1163	UCT1163_120202_1_sorted.bam	EGAF00000187612	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1163	_EGAR00001105718_UCT1163_120202_1_sorted.bam
UCT1164	UCT1164_120229_5_sorted.bam	EGAF00000187613	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1164	_EGAR00001105719_UCT1164_120229_5_sorted.bam
UCT1167	UCT1167_120229_8_sorted.bam	EGAF00000187614	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1167	_EGAR00001105720_UCT1167_120229_8_sorted.bam
UCT1168	UCT1168_120229_8_sorted.bam	EGAF00000187615	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1168	_EGAR00001105721_UCT1168_120229_8_sorted.bam
UCT1169	UCT1169_120202_5_sorted.bam	EGAF00000187616	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1169	_EGAR00001105722_UCT1169_120202_5_sorted.bam
UCT1170	UCT1170_120229_6_sorted.bam	EGAF00000187617	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1170	_EGAR00001105723_UCT1170_120229_6_sorted.bam
UCT1171	UCT1171_120202_8_sorted.bam	EGAF00000187618	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1171	_EGAR00001105724_UCT1171_120202_8_sorted.bam
UCT1174	UCT1174_120229_4_sorted.bam	EGAF00000187619	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1174	_EGAR00001105725_UCT1174_120229_4_sorted.bam
UCT1175	UCT1175_120315_3_sorted.bam	EGAF00000187620	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1175	_EGAR00001105726_UCT1175_120315_3_sorted.bam
UCT1176	UCT1176_120202_1_sorted.bam	EGAF00000187621	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1176	_EGAR00001105727_UCT1176_120202_1_sorted.bam
UCT1178	UCT1178_120202_7_sorted.bam	EGAF00000187622	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1178	_EGAR00001105728_UCT1178_120202_7_sorted.bam
UCT1179	UCT1179_120202_4_sorted.bam	EGAF00000187623	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1179	_EGAR00001105729_UCT1179_120202_4_sorted.bam
UCT117	UC117T_110221_1_sorted.bam	EGAF00000187161	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC117	_EGAR00001105267_UC117T_110221_1_sorted.bam
UCT1180	UCT1180_120224_7_sorted.bam	EGAF00000187624	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1180	_EGAR00001105730_UCT1180_120224_7_sorted.bam
UCT1181	UCT1181_120224_8_sorted.bam	EGAF00000187625	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1181	_EGAR00001105731_UCT1181_120224_8_sorted.bam
UCT1182	UCT1182_120224_3_sorted.bam	EGAF00000187626	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1182	_EGAR00001105732_UCT1182_120224_3_sorted.bam
UCT1183	UCT1183_120229_1_sorted.bam	EGAF00000187627	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1183	_EGAR00001105733_UCT1183_120229_1_sorted.bam
UCT1184	UCT1184_120229_5_sorted.bam	EGAF00000187628	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1184	_EGAR00001105734_UCT1184_120229_5_sorted.bam
UCT1185	UCT1185_120202_3_sorted.bam	EGAF00000187629	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1185	_EGAR00001105735_UCT1185_120202_3_sorted.bam
UCT1186	UCT1186_120224_2_sorted.bam	EGAF00000187630	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1186	_EGAR00001105736_UCT1186_120224_2_sorted.bam
UCT1188	UCT1188_120224_8_sorted.bam	EGAF00000187631	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1188	_EGAR00001105737_UCT1188_120224_8_sorted.bam
UCT1189	UCT1189_120224_3_sorted.bam	EGAF00000187632	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1189	_EGAR00001105738_UCT1189_120224_3_sorted.bam
UCT1190	UCT1190_120224_1_sorted.bam	EGAF00000187633	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1190	_EGAR00001105739_UCT1190_120224_1_sorted.bam
UCT1191	UCT1191_120224_5_sorted.bam	EGAF00000187634	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1191	_EGAR00001105740_UCT1191_120224_5_sorted.bam
UCT1192	UCT1192_120202_3_sorted.bam	EGAF00000187635	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1192	_EGAR00001105741_UCT1192_120202_3_sorted.bam
UCT1193	UCT1193_120224_7_sorted.bam	EGAF00000187636	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1193	_EGAR00001105742_UCT1193_120224_7_sorted.bam
UCT1194	UCT1194_120229_6_sorted.bam	EGAF00000187637	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1194	_EGAR00001105743_UCT1194_120229_6_sorted.bam
UCT1195	UCT1195_120229_5_sorted.bam	EGAF00000187638	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1195	_EGAR00001105744_UCT1195_120229_5_sorted.bam
UCT1196	UCT1196_120315_6_sorted.bam	EGAF00000187639	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1196	_EGAR00001105745_UCT1196_120315_6_sorted.bam
UCT1198	UCT1198_120224_2_sorted.bam	EGAF00000187640	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1198	_EGAR00001105746_UCT1198_120224_2_sorted.bam
UCT1199	UCT1199_120229_6_sorted.bam	EGAF00000187641	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1199	_EGAR00001105747_UCT1199_120229_6_sorted.bam
UCT1200	UCT1200_120229_3_sorted.bam	EGAF00000187642	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1200	_EGAR00001105748_UCT1200_120229_3_sorted.bam
UCT1201	UCT1201_120229_5_sorted.bam	EGAF00000187643	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1201	_EGAR00001105749_UCT1201_120229_5_sorted.bam
UCT1203	UCT1203_120229_5_sorted.bam	EGAF00000187644	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1203	_EGAR00001105750_UCT1203_120229_5_sorted.bam
UCT1205	UCT1205_120224_8_sorted.bam	EGAF00000187645	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1205	_EGAR00001105751_UCT1205_120224_8_sorted.bam
UCT1206	UCT1206_120224_5_sorted.bam	EGAF00000187646	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1206	_EGAR00001105752_UCT1206_120224_5_sorted.bam
UCT1207	UCT1207_120229_2_sorted.bam	EGAF00000187647	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1207	_EGAR00001105753_UCT1207_120229_2_sorted.bam
UCT1208	UCT1208_120224_6_sorted.bam	EGAF00000187648	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1208	_EGAR00001105754_UCT1208_120224_6_sorted.bam
UCT1210	UCT1210_120202_2_sorted.bam	EGAF00000187649	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1210	_EGAR00001105755_UCT1210_120202_2_sorted.bam
UCT1211	UCT1211_120202_8_sorted.bam	EGAF00000187650	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1211	_EGAR00001105756_UCT1211_120202_8_sorted.bam
UCT1212	UCT1212_120315_8_sorted.bam	EGAF00000187651	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1212	_EGAR00001105757_UCT1212_120315_8_sorted.bam
UCT1215	UCT1215_120224_2_sorted.bam	EGAF00000187652	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1215	_EGAR00001105758_UCT1215_120224_2_sorted.bam
UCT1216	UCT1216_120202_8_sorted.bam	EGAF00000187653	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1216	_EGAR00001105759_UCT1216_120202_8_sorted.bam
UCT1217	UCT1217_120224_6_sorted.bam	EGAF00000187654	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1217	_EGAR00001105760_UCT1217_120224_6_sorted.bam
UCT1218	UCT1218_120229_2_sorted.bam	EGAF00000187655	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1218	_EGAR00001105761_UCT1218_120229_2_sorted.bam
UCT122	UC122T_110221_2_sorted.bam	EGAF00000187164	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC122	_EGAR00001105270_UC122T_110221_2_sorted.bam
UCT124	UC124T_110221_3_sorted.bam	EGAF00000187167	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC124	_EGAR00001105273_UC124T_110221_3_sorted.bam
UCT125	UC125T_110221_7_sorted.bam	EGAF00000187169	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC125	_EGAR00001105275_UC125T_110221_7_sorted.bam
UCT130	UC130T_100930_7_sorted.bam	EGAF00000187172	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC130	_EGAR00001105278_UC130T_100930_7_sorted.bam
UCT137	UC137T_110204_8_sorted.bam	EGAF00000187175	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC137	_EGAR00001105281_UC137T_110204_8_sorted.bam
UCT139	UC139T_101014_1_sorted.bam	EGAF00000187178	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC139	_EGAR00001105284_UC139T_101014_1_sorted.bam
UCT141	UC141T_110413_3_sorted.bam	EGAF00000187180	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC141	_EGAR00001105286_UC141T_110413_3_sorted.bam
UCT144	UC144T_110204_1_sorted.bam	EGAF00000187183	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC144	_EGAR00001105289_UC144T_110204_1_sorted.bam
UCT152	UC152T_101014_2_sorted.bam	EGAF00000187186	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC152	_EGAR00001105292_UC152T_101014_2_sorted.bam
UCT164	UC164T_101014_5_sorted.bam	EGAF00000187189	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC164	_EGAR00001105295_UC164T_101014_5_sorted.bam
UCT167	UC167T_110204_2_sorted.bam	EGAF00000187192	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC167	_EGAR00001105298_UC167T_110204_2_sorted.bam
UCT169	UC169T_101014_6_sorted.bam	EGAF00000187195	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC169	_EGAR00001105301_UC169T_101014_6_sorted.bam
UCT177	UC177T_101014_7_sorted.bam	EGAF00000187198	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC177	_EGAR00001105304_UC177T_101014_7_sorted.bam
UCT181	UC181T_101014_8_sorted.bam	EGAF00000187201	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC181	_EGAR00001105307_UC181T_101014_8_sorted.bam
