sample_id	file_name	ega_file_name	cell_type	condition	read_length	paired	stranded	study	protocol	genotype_id	bam_name
UCB1183	UCB1183_120229_3_sorted.bam	EGAF00000187348	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1183	_EGAR00001105454_UCB1183_120229_3_sorted.bam
UCB1184	UCB1184_120202_4_sorted.bam	EGAF00000187349	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1184	_EGAR00001105455_UCB1184_120202_4_sorted.bam
UCB1185	UCB1185_120224_2_sorted.bam	EGAF00000187350	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1185	_EGAR00001105456_UCB1185_120224_2_sorted.bam
UCB1186	UCB1186_120229_1_sorted.bam	EGAF00000187351	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1186	_EGAR00001105457_UCB1186_120229_1_sorted.bam
UCB1187	UCB1187_120224_5_sorted.bam	EGAF00000187352	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1187	_EGAR00001105458_UCB1187_120224_5_sorted.bam
UCB1188	UCB1188_120202_4_sorted.bam	EGAF00000187353	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1188	_EGAR00001105459_UCB1188_120202_4_sorted.bam
UCB1189	UCB1189_120224_6_sorted.bam	EGAF00000187354	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1189	_EGAR00001105460_UCB1189_120224_6_sorted.bam
UCB1190	UCB1190_120224_2_sorted.bam	EGAF00000187355	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1190	_EGAR00001105461_UCB1190_120224_2_sorted.bam
UCB1191	UCB1191_120202_3_sorted.bam	EGAF00000187356	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1191	_EGAR00001105462_UCB1191_120202_3_sorted.bam
UCB1192	UCB1192_120224_6_sorted.bam	EGAF00000187357	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1192	_EGAR00001105463_UCB1192_120224_6_sorted.bam
UCB1193	UCB1193_120229_5_sorted.bam	EGAF00000187358	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1193	_EGAR00001105464_UCB1193_120229_5_sorted.bam
UCB1194	UCB1194_120229_7_sorted.bam	EGAF00000187359	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1194	_EGAR00001105465_UCB1194_120229_7_sorted.bam
UCB1195	UCB1195_120202_6_sorted.bam	EGAF00000187360	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1195	_EGAR00001105466_UCB1195_120202_6_sorted.bam
UCB1196	UCB1196_120229_6_sorted.bam	EGAF00000187361	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1196	_EGAR00001105467_UCB1196_120229_6_sorted.bam
UCB1198	UCB1198_120229_3_sorted.bam	EGAF00000187362	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1198	_EGAR00001105468_UCB1198_120229_3_sorted.bam
UCB1199	UCB1199_120224_4_sorted.bam	EGAF00000187363	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1199	_EGAR00001105469_UCB1199_120224_4_sorted.bam
UCB1200	UCB1200_120224_5_sorted.bam	EGAF00000187364	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1200	_EGAR00001105470_UCB1200_120224_5_sorted.bam
UCB1201	UCB1201_120224_8_sorted.bam	EGAF00000187365	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1201	_EGAR00001105471_UCB1201_120224_8_sorted.bam
UCB1203	UCB1203_120224_3_sorted.bam	EGAF00000187366	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1203	_EGAR00001105472_UCB1203_120224_3_sorted.bam
UCB1205	UCB1205_120229_1_sorted.bam	EGAF00000187367	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1205	_EGAR00001105473_UCB1205_120229_1_sorted.bam
UCB1206	UCB1206_120224_8_sorted.bam	EGAF00000187368	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1206	_EGAR00001105474_UCB1206_120224_8_sorted.bam
UCB1207	UCB1207_120224_7_sorted.bam	EGAF00000187369	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1207	_EGAR00001105475_UCB1207_120224_7_sorted.bam
UCB1208	UCB1208_120229_4_sorted.bam	EGAF00000187370	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1208	_EGAR00001105476_UCB1208_120229_4_sorted.bam
UCB1210	UCB1210_120229_6_sorted.bam	EGAF00000187371	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1210	_EGAR00001105477_UCB1210_120229_6_sorted.bam
UCB1211	UCB1211_120224_3_sorted.bam	EGAF00000187372	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1211	_EGAR00001105478_UCB1211_120224_3_sorted.bam
UCB1212	UCB1212_120229_5_sorted.bam	EGAF00000187373	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1212	_EGAR00001105479_UCB1212_120229_5_sorted.bam
UCB1215	UCB1215_120224_4_sorted.bam	EGAF00000187374	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1215	_EGAR00001105480_UCB1215_120224_4_sorted.bam
UCB1216	UCB1216_120224_6_sorted.bam	EGAF00000187375	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1216	_EGAR00001105481_UCB1216_120224_6_sorted.bam
UCB1217	UCB1217_120224_4_sorted.bam	EGAF00000187376	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1217	_EGAR00001105482_UCB1217_120224_4_sorted.bam
UCB1218	UCB1218_120202_1_sorted.bam	EGAF00000187377	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1218	_EGAR00001105483_UCB1218_120202_1_sorted.bam
UCB122	UC122L_110221_2_sorted.bam	EGAF00000187163	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC122	_EGAR00001105269_UC122L_110221_2_sorted.bam
UCB124	UC124L_110221_6_sorted.bam	EGAF00000187166	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC124	_EGAR00001105272_UC124L_110221_6_sorted.bam
UCB125	UC125L_110221_3_sorted.bam	EGAF00000187168	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC125	_EGAR00001105274_UC125L_110221_3_sorted.bam
UCB130	UC130L_100930_7_sorted.bam	EGAF00000187171	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC130	_EGAR00001105277_UC130L_100930_7_sorted.bam
UCB137	UC137L_110204_8_sorted.bam	EGAF00000187174	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC137	_EGAR00001105280_UC137L_110204_8_sorted.bam
UCB139	UC139L_101014_1_sorted.bam	EGAF00000187177	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC139	_EGAR00001105283_UC139L_101014_1_sorted.bam
UCB141	UC141L_110413_1_sorted.bam	EGAF00000187179	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC141	_EGAR00001105285_UC141L_110413_1_sorted.bam
UCB144	UC144L_110204_1_sorted.bam	EGAF00000187182	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC144	_EGAR00001105288_UC144L_110204_1_sorted.bam
UCB152	UC152L_101014_2_sorted.bam	EGAF00000187185	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC152	_EGAR00001105291_UC152L_101014_2_sorted.bam
UCB164	UC164L_101014_5_sorted.bam	EGAF00000187188	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC164	_EGAR00001105294_UC164L_101014_5_sorted.bam
UCB167	UC167L_110204_2_sorted.bam	EGAF00000187191	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC167	_EGAR00001105297_UC167L_110204_2_sorted.bam
UCB169	UC169L_101014_6_sorted.bam	EGAF00000187194	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC169	_EGAR00001105300_UC169L_101014_6_sorted.bam
UCB177	UC177L_101014_7_sorted.bam	EGAF00000187197	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC177	_EGAR00001105303_UC177L_101014_7_sorted.bam
UCB181	UC181L_101014_8_sorted.bam	EGAF00000187200	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC181	_EGAR00001105306_UC181L_101014_8_sorted.bam
UCB183	UC183L_110413_5_sorted.bam	EGAF00000187203	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC183	_EGAR00001105309_UC183L_110413_5_sorted.bam
UCB188	UC188L_110204_4_sorted.bam	EGAF00000187206	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC188	_EGAR00001105312_UC188L_110204_4_sorted.bam
UCB223	UC223L_101108_1_sorted.bam	EGAF00000187209	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC223	_EGAR00001105315_UC223L_101108_1_sorted.bam
UCB225	UC225L_101108_2_sorted.bam	EGAF00000187211	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC225	_EGAR00001105317_UC225L_101108_2_sorted.bam
UCB226	UC226L_110218_2_sorted.bam	EGAF00000187213	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC226	_EGAR00001105319_UC226L_110218_2_sorted.bam
UCB227	UC227L_110204_5_sorted.bam	EGAF00000187216	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC227	_EGAR00001105322_UC227L_110204_5_sorted.bam
UCB251	UC251L_101108_5_sorted.bam	EGAF00000187219	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC251	_EGAR00001105325_UC251L_101108_5_sorted.bam
UCB253	UC253L_101108_6_sorted.bam	EGAF00000187222	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC253	_EGAR00001105328_UC253L_101108_6_sorted.bam
UCB255	UC255L_110204_6_sorted.bam	EGAF00000187225	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC255	_EGAR00001105331_UC255L_110204_6_sorted.bam
UCB277	UC277L_110204_6_sorted.bam	EGAF00000187228	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC277	_EGAR00001105334_UC277L_110204_6_sorted.bam
UCB282	UC282L_110204_7_sorted.bam	EGAF00000187231	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC282	_EGAR00001105337_UC282L_110204_7_sorted.bam
UCB285	UC285L_110304_7_sorted.bam	EGAF00000187234	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC285	_EGAR00001105340_UC285L_110304_7_sorted.bam
UCB304	UC304L_110204_1_sorted.bam	EGAF00000187237	LCL	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC304	_EGAR00001105343_UC304L_110204_1_sorted.bam
UCF018	UC018F_110204_2_sorted.bam	EGAF00000187088	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC018	_EGAR00001105194_UC018F_110204_2_sorted.bam
UCF025	UC025F_110413_2_sorted.bam	EGAF00000187095	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC025	_EGAR00001105201_UC025F_110413_2_sorted.bam
UCF034	UC034F_110204_1_sorted.bam	EGAF00000187098	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC034	_EGAR00001105204_UC034F_110204_1_sorted.bam
UCF042	UC042F_100930_2_sorted.bam	EGAF00000187100	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC042	_EGAR00001105206_UC042F_100930_2_sorted.bam
UCF048	UC048F_110413_6_sorted.bam	EGAF00000187103	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC048	_EGAR00001105209_UC048F_110413_6_sorted.bam
UCF049	UC049F_110204_2_sorted.bam	EGAF00000187106	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC049	_EGAR00001105212_UC049F_110204_2_sorted.bam
UCF050	UC050F_110413_2_sorted.bam	EGAF00000187109	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC050	_EGAR00001105215_UC050F_110413_2_sorted.bam
UCF051	UC051F_110204_4_sorted.bam	EGAF00000187112	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC051	_EGAR00001105218_UC051F_110204_4_sorted.bam
UCF060	UC060F_110204_5_sorted.bam	EGAF00000187115	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC060	_EGAR00001105221_UC060F_110204_5_sorted.bam
UCF062	UC062F_100930_3_sorted.bam	EGAF00000187118	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC062	_EGAR00001105224_UC062F_100930_3_sorted.bam
UCF078	UC078F_110204_6_sorted.bam	EGAF00000187120	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC078	_EGAR00001105226_UC078F_110204_6_sorted.bam
UCF079	UC079F_110304_7_sorted.bam	EGAF00000187123	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC079	_EGAR00001105229_UC079F_110304_7_sorted.bam
UCF086	UC086F_110204_7_sorted.bam	EGAF00000187125	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC086	_EGAR00001105231_UC086F_110204_7_sorted.bam
UCF088	UC088F_110204_1_sorted.bam	EGAF00000187129	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC088	_EGAR00001105235_UC088F_110204_1_sorted.bam
UCF093	UC093F_101108_8_sorted.bam	EGAF00000187132	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC093	_EGAR00001105238_UC093F_101108_8_sorted.bam
UCF1001	UCF1001_120229_2_sorted.bam	EGAF00000187378	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1001	_EGAR00001105484_UCF1001_120229_2_sorted.bam
UCF1007	UCF1007_120224_5_sorted.bam	EGAF00000187379	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1007	_EGAR00001105485_UCF1007_120224_5_sorted.bam
UCF100	UC100F_110413_6_sorted.bam	EGAF00000187135	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC100	_EGAR00001105241_UC100F_110413_6_sorted.bam
UCF1010	UCF1010_120229_8_sorted.bam	EGAF00000187380	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1010	_EGAR00001105486_UCF1010_120229_8_sorted.bam
UCF1011	UCF1011_120229_1_sorted.bam	EGAF00000187381	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1011	_EGAR00001105487_UCF1011_120229_1_sorted.bam
UCF1012	UCF1012_120224_2_sorted.bam	EGAF00000187382	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1012	_EGAR00001105488_UCF1012_120224_2_sorted.bam
UCF1013	UCF1013_120224_8_sorted.bam	EGAF00000187383	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1013	_EGAR00001105489_UCF1013_120224_8_sorted.bam
UCF1014	UCF1014_120229_4_sorted.bam	EGAF00000187384	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1014	_EGAR00001105490_UCF1014_120229_4_sorted.bam
UCF1016	UCF1016_120202_1_sorted.bam	EGAF00000187385	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1016	_EGAR00001105491_UCF1016_120202_1_sorted.bam
UCF1021	UCF1021_120229_3_sorted.bam	EGAF00000187386	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1021	_EGAR00001105492_UCF1021_120229_3_sorted.bam
UCF1023	UCF1023_120229_2_sorted.bam	EGAF00000187387	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1023	_EGAR00001105493_UCF1023_120229_2_sorted.bam
UCF1024	UCF1024_120229_7_sorted.bam	EGAF00000187388	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1024	_EGAR00001105494_UCF1024_120229_7_sorted.bam
UCF1025	UCF1025_120224_6_sorted.bam	EGAF00000187389	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1025	_EGAR00001105495_UCF1025_120224_6_sorted.bam
UCF1027	UCF1027_120229_6_sorted.bam	EGAF00000187390	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1027	_EGAR00001105496_UCF1027_120229_6_sorted.bam
UCF1028	UCF1028_120229_7_sorted.bam	EGAF00000187391	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1028	_EGAR00001105497_UCF1028_120229_7_sorted.bam
UCF1029	UCF1029_120224_7_sorted.bam	EGAF00000187392	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1029	_EGAR00001105498_UCF1029_120224_7_sorted.bam
UCF1030	UCF1030_120202_2_sorted.bam	EGAF00000187393	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1030	_EGAR00001105499_UCF1030_120202_2_sorted.bam
UCF103	UC103F_100930_5_sorted.bam	EGAF00000187138	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC103	_EGAR00001105244_UC103F_100930_5_sorted.bam
UCF1040	UCF1040_120224_6_sorted.bam	EGAF00000187394	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1040	_EGAR00001105500_UCF1040_120224_6_sorted.bam
UCF1045	UCF1045_120202_6_sorted.bam	EGAF00000187395	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1045	_EGAR00001105501_UCF1045_120202_6_sorted.bam
UCF1046	UCF1046_120229_4_sorted.bam	EGAF00000187396	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1046	_EGAR00001105502_UCF1046_120229_4_sorted.bam
UCF1047	UCF1047_120229_3_sorted.bam	EGAF00000187397	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1047	_EGAR00001105503_UCF1047_120229_3_sorted.bam
UCF1048	UCF1048_120202_3_sorted.bam	EGAF00000187398	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1048	_EGAR00001105504_UCF1048_120202_3_sorted.bam
UCF1052	UCF1052_120229_5_sorted.bam	EGAF00000187399	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1052	_EGAR00001105505_UCF1052_120229_5_sorted.bam
UCF1053	UCF1053_120229_8_sorted.bam	EGAF00000187400	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1053	_EGAR00001105506_UCF1053_120229_8_sorted.bam
UCF1055	UCF1055_120202_3_sorted.bam	EGAF00000187401	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1055	_EGAR00001105507_UCF1055_120202_3_sorted.bam
UCF1056	UCF1056_120229_7_sorted.bam	EGAF00000187402	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1056	_EGAR00001105508_UCF1056_120229_7_sorted.bam
UCF1057	UCF1057_120224_5_sorted.bam	EGAF00000187403	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1057	_EGAR00001105509_UCF1057_120224_5_sorted.bam
UCF1058	UCF1058_120229_1_sorted.bam	EGAF00000187404	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1058	_EGAR00001105510_UCF1058_120229_1_sorted.bam
UCF1059	UCF1059_120202_6_sorted.bam	EGAF00000187405	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1059	_EGAR00001105511_UCF1059_120202_6_sorted.bam
UCF105	UC105F_110204_2_sorted.bam	EGAF00000187141	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC105	_EGAR00001105247_UC105F_110204_2_sorted.bam
UCF1061	UCF1061_120229_1_sorted.bam	EGAF00000187406	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1061	_EGAR00001105512_UCF1061_120229_1_sorted.bam
UCF1062	UCF1062_120202_4_sorted.bam	EGAF00000187407	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1062	_EGAR00001105513_UCF1062_120202_4_sorted.bam
UCF1064	UCF1064_120224_2_sorted.bam	EGAF00000187408	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1064	_EGAR00001105514_UCF1064_120224_2_sorted.bam
UCF1067	UCF1067_120229_2_sorted.bam	EGAF00000187409	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1067	_EGAR00001105515_UCF1067_120229_2_sorted.bam
UCF1068	UCF1068_120224_1_sorted.bam	EGAF00000187410	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1068	_EGAR00001105516_UCF1068_120224_1_sorted.bam
UCF1069	UCF1069_120224_1_sorted.bam	EGAF00000187411	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1069	_EGAR00001105517_UCF1069_120224_1_sorted.bam
UCF1070	UCF1070_120229_5_sorted.bam	EGAF00000187412	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1070	_EGAR00001105518_UCF1070_120229_5_sorted.bam
UCF1071	UCF1071_120224_2_sorted.bam	EGAF00000187413	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1071	_EGAR00001105519_UCF1071_120224_2_sorted.bam
UCF1072	UCF1072_120224_6_sorted.bam	EGAF00000187414	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1072	_EGAR00001105520_UCF1072_120224_6_sorted.bam
UCF1073	UCF1073_120229_7_sorted.bam	EGAF00000187415	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1073	_EGAR00001105521_UCF1073_120229_7_sorted.bam
UCF1074	UCF1074_120229_3_sorted.bam	EGAF00000187416	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1074	_EGAR00001105522_UCF1074_120229_3_sorted.bam
UCF1075	UCF1075_120229_5_sorted.bam	EGAF00000187417	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1075	_EGAR00001105523_UCF1075_120229_5_sorted.bam
UCF1076	UCF1076_120202_2_sorted.bam	EGAF00000187418	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1076	_EGAR00001105524_UCF1076_120202_2_sorted.bam
UCF1077	UCF1077_120224_8_sorted.bam	EGAF00000187419	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1077	_EGAR00001105525_UCF1077_120224_8_sorted.bam
UCF1078	UCF1078_120224_3_sorted.bam	EGAF00000187420	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1078	_EGAR00001105526_UCF1078_120224_3_sorted.bam
UCF1079	UCF1079_120229_6_sorted.bam	EGAF00000187421	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1079	_EGAR00001105527_UCF1079_120229_6_sorted.bam
UCF1080	UCF1080_120229_6_sorted.bam	EGAF00000187422	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1080	_EGAR00001105528_UCF1080_120229_6_sorted.bam
UCF1083	UCF1083_120229_1_sorted.bam	EGAF00000187423	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1083	_EGAR00001105529_UCF1083_120229_1_sorted.bam
UCF1085	UCF1085_120229_8_sorted.bam	EGAF00000187424	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1085	_EGAR00001105530_UCF1085_120229_8_sorted.bam
UCF1086	UCF1086_120229_3_sorted.bam	EGAF00000187425	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1086	_EGAR00001105531_UCF1086_120229_3_sorted.bam
UCF1087	UCF1087_120202_4_sorted.bam	EGAF00000187426	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1087	_EGAR00001105532_UCF1087_120202_4_sorted.bam
UCF1088	UCF1088_120229_2_sorted.bam	EGAF00000187427	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1088	_EGAR00001105533_UCF1088_120229_2_sorted.bam
UCF1089	UCF1089_120315_7_sorted.bam	EGAF00000187428	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1089	_EGAR00001105534_UCF1089_120315_7_sorted.bam
UCF108	UC108F_110204_3_sorted.bam	EGAF00000187144	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC108	_EGAR00001105250_UC108F_110204_3_sorted.bam
UCF1090	UCF1090_120224_2_sorted.bam	EGAF00000187429	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1090	_EGAR00001105535_UCF1090_120224_2_sorted.bam
UCF1091	UCF1091_120229_2_sorted.bam	EGAF00000187430	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1091	_EGAR00001105536_UCF1091_120229_2_sorted.bam
UCF1092	UCF1092_120229_6_sorted.bam	EGAF00000187431	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1092	_EGAR00001105537_UCF1092_120229_6_sorted.bam
UCF1094	UCF1094_120229_8_sorted.bam	EGAF00000187432	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1094	_EGAR00001105538_UCF1094_120229_8_sorted.bam
UCF1096	UCF1096_120229_5_sorted.bam	EGAF00000187433	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1096	_EGAR00001105539_UCF1096_120229_5_sorted.bam
UCF1097	UCF1097_120224_7_sorted.bam	EGAF00000187434	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1097	_EGAR00001105540_UCF1097_120224_7_sorted.bam
UCF1098	UCF1098_120224_7_sorted.bam	EGAF00000187435	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1098	_EGAR00001105541_UCF1098_120224_7_sorted.bam
UCF1099	UCF1099_120224_1_sorted.bam	EGAF00000187436	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1099	_EGAR00001105542_UCF1099_120224_1_sorted.bam
UCF1100	UCF1100_120224_4_sorted.bam	EGAF00000187437	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1100	_EGAR00001105543_UCF1100_120224_4_sorted.bam
UCF1101	UCF1101_120202_2_sorted.bam	EGAF00000187438	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1101	_EGAR00001105544_UCF1101_120202_2_sorted.bam
UCF1102	UCF1102_120202_6_sorted.bam	EGAF00000187439	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1102	_EGAR00001105545_UCF1102_120202_6_sorted.bam
UCF1103	UCF1103_120229_2_sorted.bam	EGAF00000187440	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1103	_EGAR00001105546_UCF1103_120229_2_sorted.bam
UCF1104	UCF1104_120229_5_sorted.bam	EGAF00000187441	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1104	_EGAR00001105547_UCF1104_120229_5_sorted.bam
UCF1105	UCF1105_120224_7_sorted.bam	EGAF00000187442	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1105	_EGAR00001105548_UCF1105_120224_7_sorted.bam
