sample_id	ega_id	fastq	ega_file
S00SV4B1	EGAR00001299946	_EGAR00001299946_150205_SN935_0004_A_C69EVACXX_ACTTGA_2_read1.fastq.gz	EGAF00000769145
S00SX0B1	EGAR00001299932	_EGAR00001299932_150205_SN935_0005_B_C69GUACXX_ACTGAT_1_read1.fastq.gz	EGAF00000768215
S00SYZB1	EGAR00001299933	_EGAR00001299933_150205_SN935_0004_A_C69EVACXX_TGACCA_8_read1.fastq.gz	EGAF00000768216
S00T4HB1	EGAR00001299954	_EGAR00001299954_150203_SN546_0269_B_C69G5ACXX_ACTTGA_6_read1.fastq.gz	EGAF00000768230
S00T5FB1	EGAR00001299955	_EGAR00001299955_150203_SN546_0269_B_C69G5ACXX_TTAGGC_5_read1.fastq.gz	EGAF00000769148
S00T6DB1	EGAR00001295284	_EGAR00001295284_150113_SN546_0267_B_C68YMACXX_TGACCA_7_read1.fastq.gz	EGAF00000764683
S00TA5B2	EGAR00001295277	_EGAR00001295277_150115_SN935_0003_B_C68W7ACXX_ATCACG_3_read1.fastq.gz	EGAF00000764677
S00TT4B1	EGAR00001295267	_EGAR00001295267_150115_SN935_0003_B_C68W7ACXX_ATCACG_8_read1.fastq.gz	EGAF00000764680
S00U1JB1	EGAR00001299943	_EGAR00001299943_150205_SN935_0004_A_C69EVACXX_GCCAAT_3_read1.fastq.gz	EGAF00000768222
S00U3FB1	EGAR00001299944	_EGAR00001299944_150205_SN935_0004_A_C69EVACXX_CTTGTA_3_read1.fastq.gz	EGAF00000768223
S00U5BB1	EGAR00001299937	_EGAR00001299937_150205_SN935_0004_A_C69EVACXX_GAGTGG_6_read1.fastq.gz	EGAF00000768272
S00U77B1	EGAR00001299958	_EGAR00001299958_150203_SN546_0269_B_C69G5ACXX_ATCACG_4_read1.fastq.gz	EGAF00000768305
S00U93B1	EGAR00001299960	_EGAR00001299960_150203_SN546_0269_B_C69G5ACXX_ACTGAT_3_read1.fastq.gz	EGAF00000768306
S00UKIB1	EGAR00001314259	_EGAR00001314259_150224_SN546_0271_B_C6CPNACXX_ATCACG_7_read1.fastq.gz	EGAF00000787690
S00UMEB1	EGAR00001314265	_EGAR00001314265_150224_SN546_0271_B_C6CPNACXX_ATCACG_4_read1.fastq.gz	EGAF00000787641
S00V57B1	EGAR00001314271	_EGAR00001314271_150224_SN546_0271_B_C6CPNACXX_CTTGTA_1_read1.fastq.gz	EGAF00000787627
