sample_id	ega_id	fastq	ega_file
S00NHFB5	EGAR00001272565	_EGAR00001272565_141120_SN546_0260_B_C5VTFACXX_TTAGGC_6_read1.fastq.gz	EGAF00000697706
S00NQYB1	EGAR00001281539	_EGAR00001281539_141126_SN546_0261_B_C5T3MACXX_GAGTGG_4_read1.fastq.gz	EGAF00000709909
S00NRWB4	EGAR00001272570	_EGAR00001272570_141120_SN546_0260_B_C5VTFACXX_ACTGAT_4_read1.fastq.gz	EGAF00000697671
S00NUQB5	EGAR00001272556	_EGAR00001272556_141127_SN106_0108_A_C5VN1ACXX_CAGATC_3_read1.fastq.gz	EGAF00000697697
S00NWMB4	EGAR00001272560	_EGAR00001272560_141127_SN106_0108_A_C5VN1ACXX_AGTTCC_1_read1.fastq.gz	EGAF00000697701
S00NXKB5	EGAR00001272568	_EGAR00001272568_141120_SN546_0260_B_C5VTFACXX_ATCACG_5_read1.fastq.gz	EGAF00000697669
S00P04B4	EGAR00001295295	_EGAR00001295295_150113_SN546_0267_B_C68YMACXX_CTTGTA_2_read1.fastq.gz	EGAF00000764689
S00P20B6	EGAR00001295303	_EGAR00001295303_150113_SN546_0266_A_C693WACXX_AGTTCC_6_read1.fastq.gz	EGAF00000764946
S00P4XB4	EGAR00001295294	_EGAR00001295294_150113_SN546_0267_B_C68YMACXX_GCCAAT_2_read1.fastq.gz	EGAF00000764943
S00P8PB5	EGAR00001295300	_EGAR00001295300_150113_SN546_0266_A_C693WACXX_GTTTCG_7_read1.fastq.gz	EGAF00000764944
S00PBJB4	EGAR00001295286	_EGAR00001295286_150113_SN546_0267_B_C68YMACXX_TTAGGC_6_read1.fastq.gz	EGAF00000764685
S00PCHB4	EGAR00001295304	_EGAR00001295304_150113_SN546_0266_A_C693WACXX_GTGAAA_5_read1.fastq.gz	EGAF00000764694
S00PDFB4	EGAR00001295298	_EGAR00001295298_150113_SN546_0266_A_C693WACXX_GTGGCC_8_read1.fastq.gz	EGAF00000764691
S00PEDB4	EGAR00001295293	_EGAR00001295293_150113_SN546_0267_B_C68YMACXX_ACAGTG_3_read1.fastq.gz	EGAF00000764688
S00PK1B1	EGAR00001295292	_EGAR00001295292_150113_SN546_0267_B_C68YMACXX_GTGAAA_3_read1.fastq.gz	EGAF00000764891
S00PQQB4	EGAR00001295291	_EGAR00001295291_150113_SN546_0267_B_C68YMACXX_ACTGAT_4_read1.fastq.gz	EGAF00000764890
S00PVGB5	EGAR00001295302	_EGAR00001295302_150113_SN546_0266_A_C693WACXX_TAGCTT_6_read1.fastq.gz	EGAF00000764693
