sex	sample_id	Y_chrom_mean	ENSG00000229807
female	EGAN00001264473	6.71355782085165e-4	21.24466163631537
female	EGAN00001264501	0	0.0236922255761696
female	EGAN00001264520	0.0028325978856483694	0
female	EGAN00001264515	3.9863718575387514e-4	67.55629789587664
female	EGAN00001364843	0	0.5041530052410528
male	EGAN00001364839	0.007571215465376216	0.061325417731023894
female	EGAN00001282101	3.289975520113853e-4	0.00889443433660195
female	EGAN00001264510	0.0018567715517438645	0.011936374067943855
male	EGAN00001282117	0.0252664720037668	0
male	EGAN00001264495	0.008698371115500751	0.007976091296434822
male	EGAN00001264475	0.018360003342063606	0.009022711074951185
female	EGAN00001357855	5.309801402761568e-4	0.040017369142614764
female	EGAN00001264508	0.0013774211559286745	0.00577652057259649
female	EGAN00001282125	0	59.61006541005173
female	EGAN00001282102	3.995804007508118e-4	79.20988480179491
female	EGAN00001282120	0.0012579642996608806	0.019633679415960108
female	EGAN00001264514	0.0011243370495755173	0.023575781704276818
female	EGAN00001364834	3.127369116608224e-4	17.164331937023057
male	EGAN00001264476	0.01129099385058127	0
male	EGAN00001282103	0.008709359767669858	0.014730375274913497
female	EGAN00001364832	3.795178549921677e-4	0.01384483493485928
female	EGAN00001364845	7.416267057230682e-4	0.020619942166834257
male	EGAN00001264481	0.014953546256333987	0
male	EGAN00001264487	0.015628113908159227	0
male	EGAN00001282113	0.0064155220372593665	0.04279637464497457
male	EGAN00001357842	0.022141729912059396	0.028078735250387905
female	EGAN00001364835	5.085169010733663e-4	0.06492754853344847
male	EGAN00001364851	0.005565915432676113	0.006651180534593529
female	EGAN00001264511	7.28966784145025e-4	0.026592753586498187
male	EGAN00001264504	0.018177101774349308	0
male	EGAN00001364836	0.006876794397475401	0
male	EGAN00001264509	0.006707345108996382	0.022147429903831416
female	EGAN00001357856	0.001204266202475417	0.011161005600657144
male	EGAN00001264497	0.017309665183941093	0.008038164674877358
male	EGAN00001264498	0.017451124511679322	0.03321538139805334
female	EGAN00001264479	4.97013118211382e-4	0.07252427775487184
male	EGAN00001264505	0.013637220645399453	0.009311378834240294
female	EGAN00001264502	0.0011582152652116781	0.010562941212753267
female	EGAN00001357844	0.0014307005695631933	5.784618396984043
female	EGAN00001357850	0.0033543895509877616	5.139470249554479
female	EGAN00001357858	0.0017694523132115738	8.794900759743886
male	EGAN00001357839	0.010680012811861572	0.06091345416239417
female	EGAN00001357847	9.947080899282658e-4	0.04535876616961213
female	EGAN00001357845	2.882435174259897e-4	0.015772712142443548
female	EGAN00001357852	0.0032043036799843543	0.06375992584034779
male	EGAN00001364831	0.0029228422650935024	0.027032556949104794
male	EGAN00001264480	0.01721822643734456	0
female	EGAN00001357838	8.360277127140766e-4	45.04434132831419
female	EGAN00001264484	5.020331559324621e-4	0.018917888447139097
female	EGAN00001264490	0	0
male	EGAN00001264491	0.04048520158906992	0
female	EGAN00001282105	9.90177877528047e-4	0.06470791037953001
female	EGAN00001264482	7.343825305734604e-4	2.740683657889607
female	EGAN00001264489	0	3.1739128953329736
female	EGAN00001282111	3.38922205324157e-4	0.00916274690204296
male	EGAN00001264518	0.019508402865261173	0.01902949839935103
female	EGAN00001364859	0.0013963936722553665	0.13862563092827315
male	EGAN00001282112	0.009144584659341046	0.04874181421637549
female	EGAN00001264492	0.001153245122541995	1.2098486575712504
male	EGAN00001364850	0.002791021915409876	0
male	EGAN00001364830	0.0032516318837407703	0
female	EGAN00001357840	0.0013717579317664144	38.71595841996466
male	EGAN00001264516	0.0052190031729029964	0.007777484967382782
male	EGAN00001282118	0.002205045515059009	0.010150895792103203
male	EGAN00001282128	0.0035795597866338266	0.05391799987625948
male	EGAN00001364844	0.01956301866213787	0
female	EGAN00001282126	0.0032009365137386733	0.0583851814700397
female	EGAN00001357846	0.001818954544244176	0.01805749527054471
female	EGAN00001357854	9.026595115301183e-4	0.024622785133290064
female	EGAN00001357857	0.0015401282659920248	0.14607833461797937
female	EGAN00001364857	2.572215829772866e-4	0
male	EGAN00001264503	0.021705097663662208	0.010951753435897065
male	EGAN00001264472	0.004575275713302395	0.040754986571345124
male	EGAN00001282115	0.024525977445038757	0.01949694292603421
male	EGAN00001364837	0.00355882942512866	0.08964889601940082
female	EGAN00001264493	0.0017061687952483722	0
female	EGAN00001264494	0.0010839454835738101	0.0098855996503612
male	EGAN00001364829	0.010523139103693891	0.0068736991503830424
female	EGAN00001282114	0.0018963714601561191	5.29220848500778
male	EGAN00001364855	0.011168967770902769	0.042117267788187425
female	EGAN00001364853	0.0018114623723204971	0.03304112995685468
female	EGAN00001364854	9.378565327299415e-4	0.5474090335378169
female	EGAN00001364848	3.6227600983083805e-4	0.7400876757062498
female	EGAN00001264483	0	0.021342551384729586
female	EGAN00001264488	0	0
female	EGAN00001264513	0.002932283677178018	0.02512735592891736
female	EGAN00001364852	0	0.0840957512055856
female	EGAN00001364856	3.759048504578343e-4	0.06170864537214164
female	EGAN00001364849	6.192340162447733e-4	0.14683302006273882
female	EGAN00001357848	9.970284722305846e-4	16.203574809005982
female	EGAN00001357853	0.001551275121819041	39.74322394731593
female	EGAN00001357859	0	78.68700172065837
male	EGAN00001357849	0.012560337334974775	0.03158695049180359
female	EGAN00001357841	2.1363605025909e-4	48.33501652856731
female	EGAN00001364858	0	0.010807627808946872
male	EGAN00001364840	0.005096914560112868	0
